oldLine ,newLine 
1,1
2,4
3,5
4,5
5,11
6,2
7,17
8,18
9,20
10,21
11,22
13,23
14,24
15,25
16,26
17,27
18,28
19,29
20,30
21,31
22,32
23,33
24,34
25,35
26,36
27,37
28,38
29,39
31,42
32,43
33,44
34,45
35,46
36,47
37,48
38,49
39,50
40,51
41,52
42,53
43,54
44,55
45,56
46,57
47,58
48,59
54,62
55,63
56,64
58,65
59,73
60,66
61,67
62,68
63,69
64,70
65,71
67,72
68,77
69,78
70,74
71,83
72,84
73,79
74,80
75,81
76,82
77,86
79,85
